Charge Code,Charge Code Description,CPT4 Code, June 2020 Prices 
3101789.0,INS/REPLC AICD SYS SNGL/DUAL,,103226.0
3102282.0,PERICARDIOCENTESIS,,4590.0
3150018.0,ADAPT/EXT LEAD 1,C1883,2125.0
3150026.0,AGENT HEMOSTASIS 1,A4649,238.0
3150034.0,AICD DUAL 1,C1721,37500.0
3150042.0,AICD OTHER 1,C1882,37500.0
3150059.0,AICD SNGL 1,C1722,37500.0
3150174.0,CANNULA ERCP,A4649,233.0
3150208.0,CATH ABL NON-CARDIAC,C1886,5898.0
3150216.0,CATH BLN DI NON-VASC,C1726,1267.0
3150224.0,CATH BLN TISS DI NON-VASC,C1727,1534.0
3150232.0,CATH BILIARY DRAIN,C1729,405.0
3150323.0,CATH HEMO LONG TERM,C1750,1431.0
3150372.0,CATH INTRAVASC US,C1753,3750.0
3150380.0,CATH OCCLUSION,C2628,1772.25
3150406.0,CATH SPEC/OTHER 1,A4649,238.0
3150422.0,CATH THROMB/EMBOL 1,C1757,850.0
3150430.0,CATH TRN ANG LSR 1,C1885,450.0
3150448.0,CATH TRN ANG OTH 1,C1725,450.0
3150455.0,CATH TRN ATH DIR 1,C1714,450.0
3150463.0,CATH TRN ATH ROT 1,C1724,450.0
3150471.0,CATH URETERAL,C1758,3000.0
3150505.0,CLIP CARDIAC 1,L8699,238.0
3150596.0,DEVICE RETRIEVAL VASC,C1773,1500.0
3150620.0,DEVICE VASC CLOSURE,C1760,871.25
3150653.0,ADAPT/EXT LEAD 2,C1883,4000.0
3150661.0,ADAPT/EXT LEAD 3,C1883,5625.0
3150679.0,ADAPT/EXT LEAD 4,C1883,7500.0
3150794.0,FILTER VENA CAVA,C1880,3700.0
3151149.0,INTRO/SHEATH GD NON-PEEL,C1893,2082.7
3151156.0,INTRO/SHEATH GD PEEL,C1892,2180.0
3151164.0,INTRO/SHEATH NON-CARDIAC,A4649,366.3
3151172.0,INTRO/SHEATH NON-GD LASER,C2629,243.0
3151198.0,INTRO/SHEATH STEERABLE,C1766,2200.0
3151206.0,LEAD AICD DUAL 1,C1895,450.0
3151214.0,LEAD AICD OTHER 1,C1896,450.0
3151222.0,LEAD AICD SNGL 1,C1777,450.0
3151230.0,LEAD COR VENOUS 1,C1900,2125.0
3151248.0,LEAD NEUROSTM 1,C1778,450.0
3151263.0,LEAD PCMKR NSNGL 1,C1898,450.0
3151271.0,LEAD PCMKR TSNGL 1,C1779,450.0
3151289.0,LEAD PCMKR/AICD 1,C1899,450.0
3151370.0,NDL BX SPEC/OTH 1,A4649,450.0
3151511.0,PCMKR DUAL NON-RR 1,C2619,12000.0
3151529.0,PCMKR DUAL RR 1,C1785,12000.0
3151537.0,PCMKR OTHER 1,C2621,12000.0
3151545.0,PCMKR SNGL NON-RR 1,C2620,12000.0
3151552.0,PCMKR SNGL RR 1,C1786,12000.0
3152121.0,RECORDER CARDIAC EVENT,E0616,10943.0
3152378.0,STENT COAT W/<64MM,C1874,8981.0
3152386.0,STENT COAT W/>64MM,C1874,2100.0
3152402.0,STENT COAT WO>64MM,C1875,3400.0
3152410.0,STENT NON-COAT W/<64MM,C1876,3000.0
3152428.0,STENT NON-COAT W/>64MM,C1876,3000.0
3152451.0,STENT NON-COR W/ 1,C2625,450.0
3152469.0,STENT NON-COR WO 1,C2617,450.0
3152568.0,VALVE RING 1,L8699,4000.0
3152782.0,ADAPT/EXT LEAD 5,C1883,9375.0
3152790.0,AGENT HEMOSTASIS 2,A4649,450.0
3152808.0,AGENT HEMOSTASIS 3,A4649,638.0
3152816.0,AICD DUAL 2,C1721,40000.0
3152824.0,AICD DUAL 3,C1721,50000.0
3152832.0,AICD DUAL 4,C1721,60000.0
3152840.0,AICD OTHER 2,C1882,40000.0
3152857.0,AICD OTHER 3,C1882,50000.0
3152865.0,AICD OTHER 4,C1882,60000.0
3152873.0,AICD SNGL 2,C1722,40000.0
3152881.0,AICD SNGL 3,C1722,50000.0
3152899.0,AICD SNGL 4,C1722,60000.0
3153343.0,CATH SPEC/OTHER 2,A4649,450.0
3153350.0,CATH SPEC/OTHER 3,A4649,850.0
3153368.0,CATH SPEC/OTHER 4,A4649,1275.0
3153376.0,CATH SPEC/OTHER 5,A4649,1700.0
3153384.0,CATH SPEC/OTHER 6,A4649,2125.0
3153392.0,CATH SPEC/OTHER 7,A4649,2400.0
3153400.0,CATH TRN ANG LSR 2,C1885,850.0
3153418.0,CATH TRN ANG LSR 3,C1885,1275.0
3153426.0,CATH TRN ANG LSR 4,C1885,1700.0
3153434.0,CATH TRN ANG LSR 5,C1885,2125.0
3153442.0,CATH TRN ANG LSR 6,C1885,4000.0
3153459.0,CATH TRN ANG OTH 2,C1725,850.0
3153467.0,CATH TRN ANG OTH 3,C1725,1275.0
3153475.0,CATH TRN ANG OTH 4,C1725,1700.0
3153483.0,CATH TRN ANG OTH 5,C1725,2125.0
3153491.0,CATH TRN ANG OTH 6,C1725,2400.0
3153509.0,CATH TRN ATH DIR 2,C1714,850.0
3153517.0,CATH TRN ATH DIR 3,C1714,1275.0
3153525.0,CATH TRN ATH DIR 4,C1714,1700.0
3153533.0,CATH TRN ATH DIR 5,C1714,2125.0
3153541.0,CATH TRN ATH DIR 6,C1714,4000.0
3153558.0,CATH TRN ATH ROT 2,C1724,850.0
3153566.0,CATH TRN ATH ROT 3,C1724,1275.0
3153574.0,CATH TRN ATH ROT 4,C1724,1700.0
3153582.0,CATH TRN ATH ROT 5,C1724,2125.0
3153590.0,CATH TRN ATH ROT 6,C1724,2400.0
3153780.0,CLIP CARDIAC 2,L8699,450.0
3153798.0,CLIP CARDIAC 3,L8699,850.0
3153806.0,CLIP CARDIAC 4,L8699,1275.0
3153814.0,CLIP CARDIAC 5,L8699,1700.0
3153822.0,CLIP CARDIAC 6,L8699,2125.0
3153830.0,CLIP CARDIAC 7,L8699,3000.0
3153848.0,CLIP CARDIAC 8,L8699,4000.0
3153855.0,CLIP CARDIAC 9,L8699,5625.0
3153863.0,CLIP CARDIAC 10,L8699,7500.0
3153871.0,CLIP CARDIAC 11,L8699,9375.0
3155181.0,LEAD AICD DUAL 2,C1895,850.0
3155199.0,LEAD AICD DUAL 3,C1895,1275.0
3155207.0,LEAD AICD DUAL 4,C1895,1700.0
3155215.0,LEAD AICD DUAL 5,C1895,2125.0
3155223.0,LEAD AICD DUAL 6,C1895,2400.0
3155231.0,LEAD AICD DUAL 7,C1895,3000.0
3155249.0,LEAD AICD OTHER 2,C1896,850.0
3155256.0,LEAD AICD OTHER 3,C1896,1275.0
3155264.0,LEAD AICD OTHER 4,C1896,1700.0
3155272.0,LEAD AICD OTHER 5,C1896,2125.0
3155280.0,LEAD AICD OTHER 6,C1896,2400.0
3155298.0,LEAD AICD OTHER 7,C1896,3000.0
3155306.0,LEAD AICD SNGL 2,C1777,850.0
3155314.0,LEAD AICD SNGL 3,C1777,1275.0
3155322.0,LEAD AICD SNGL 4,C1777,1700.0
3155363.0,LEAD COR VENOUS 2,C1900,3000.0
3155371.0,LEAD COR VENOUS 3,C1900,4000.0
3155389.0,LEAD COR VENOUS 4,C1900,4688.0
3155397.0,LEAD COR VENOUS 5,C1900,5625.0
3155405.0,LEAD COR VENOUS 6,C1900,6563.0
3155413.0,LEAD COR VENOUS 7,C1900,7500.0
3155546.0,LEAD PCMKR NSNGL 2,C1898,850.0
3155553.0,LEAD PCMKR NSNGL 3,C1898,1275.0
3155561.0,LEAD PCMKR NSNGL 4,C1898,1700.0
3155579.0,LEAD PCMKR NSNGL 5,C1898,2125.0
3155587.0,LEAD PCMKR NSNGL 6,C1898,2400.0
3155595.0,LEAD PCMKR NSNGL 7,C1898,3000.0
3155603.0,LEAD PCMKR TSNGL 2,C1779,850.0
3155611.0,LEAD PCMKR TSNGL 3,C1779,1275.0
3155629.0,LEAD PCMKR TSNGL 4,C1779,1700.0
3155637.0,LEAD PCMKR TSNGL 5,C1779,2125.0
3155645.0,LEAD PCMKR TSNGL 6,C1779,2400.0
3155652.0,LEAD PCMKR TSNGL 7,C1779,3000.0
3155660.0,LEAD PCMKR/AICD 2,C1899,850.0
3155678.0,LEAD PCMKR/AICD 3,C1899,1275.0
3155686.0,LEAD PCMKR/AICD 4,C1899,1700.0
3155694.0,LEAD PCMKR/AICD 5,C1899,2125.0
3155702.0,LEAD PCMKR/AICD 6,C1899,2400.0
3155710.0,LEAD PCMKR/AICD 7,C1899,3000.0
3156031.0,NDL BX SPEC/OTH 3,A4649,1275.0
3156072.0,PCMKR DUAL NON-RR 2,C2619,15000.0
3156080.0,PCMKR DUAL NON-RR 3,C2619,16500.0
3156098.0,PCMKR DUAL NON-RR 4,C2619,19250.0
3156106.0,PCMKR DUAL NON-RR 5,C2619,22000.0
3156114.0,PCMKR DUAL NON-RR 6,C2619,24750.0
3156122.0,PCMKR DUAL RR 2,C1785,15000.0
3156130.0,PCMKR DUAL RR 3,C1785,16500.0
3156148.0,PCMKR DUAL RR 4,C1785,19250.0
3156155.0,PCMKR DUAL RR 5,C1785,22000.0
3156163.0,PCMKR DUAL RR 6,C1785,24750.0
3156171.0,PCMKR OTHER 2,C2621,15000.0
3156189.0,PCMKR OTHER 3,C2621,16500.0
3156197.0,PCMKR OTHER 4,C2621,19250.0
3156205.0,PCMKR OTHER 5,C2621,22000.0
3156213.0,PCMKR OTHER 6,C2621,24750.0
3156221.0,PCMKR SNGL NON-RR 2,C2620,15000.0
3156239.0,PCMKR SNGL NON-RR 3,C2620,16500.0
3156247.0,PCMKR SNGL NON-RR 4,C2620,19250.0
3156254.0,PCMKR SNGL NON-RR 5,C2620,22000.0
3156262.0,PCMKR SNGL NON-RR 6,C2620,24750.0
3156270.0,PCMKR SNGL RR 2,C1786,15000.0
3156288.0,PCMKR SNGL RR 3,C1786,16500.0
3156296.0,PCMKR SNGL RR 4,C1786,19250.0
3156304.0,PCMKR SNGL RR 5,C1786,22000.0
3156312.0,PCMKR SNGL RR 6,C1786,24750.0
3156353.0,STENT NON-COR W/ 2,C2625,850.0
3156361.0,STENT NON-COR W/ 3,C2625,1275.0
3156379.0,STENT NON-COR W/ 4,C2625,1700.0
3156387.0,STENT NON-COR W/ 5,C2625,2125.0
3156395.0,STENT NON-COR W/ 6,C2625,2400.0
3156403.0,STENT NON-COR W/ 7,C2625,2800.0
3156411.0,STENT NON-COR W/ 8,C2625,3200.0
3156429.0,STENT NON-COR W/ 9,C2625,3600.0
3156437.0,STENT NON-COR W/ 10,C2625,4000.0
3156445.0,STENT NON-COR W/ 11,C2625,5625.0
3156452.0,STENT NON-COR W/ 12,C2625,7500.0
3156460.0,STENT NON-COR W/ 13,C2625,9375.0
3156478.0,STENT NON-COR WO 2,C2617,850.0
3156486.0,STENT NON-COR WO 3,C2617,1275.0
3156494.0,STENT NON-COR WO 4,C2617,1700.0
3156502.0,STENT NON-COR WO 5,C2617,2125.0
3156510.0,STENT NON-COR WO 6,C2617,2400.0
3156528.0,STENT NON-COR WO 7,C2617,2800.0
3156536.0,STENT NON-COR WO 8,C2617,3200.0
3156544.0,STENT NON-COR WO 9,C2617,3600.0
3156551.0,STENT NON-COR WO 10,C2617,4000.0
3156569.0,STENT NON-COR WO 11,C2617,5625.0
3156577.0,STENT NON-COR WO 12,C2617,7500.0
3156585.0,STENT NON-COR WO 13,C2617,9375.0
3157047.0,LEAD NEUROSTM KT 11,C1897,5625.0
3157070.0,AGENT HEMOSTASIS 4,A4649,850.0
3157088.0,AGENT HEMOSTASIS 5,A4649,1275.0
3157096.0,AGENT HEMOSTASIS 6,A4649,1700.0
3157104.0,AGENT HEMOSTASIS 7,A4649,2125.0
3157112.0,AGENT HEMOSTASIS 8,A4649,2400.0
3157120.0,AGENT HEMOSTASIS 9,A4649,2800.0
3157146.0,CLIP CARDIAC 12,L8699,9000.0
3157278.0,LEAD AICD DUAL 8,C1895,4000.0
3157286.0,LEAD AICD DUAL 9,C1895,5625.0
3157294.0,LEAD AICD OTHER 8,C1896,4000.0
3157302.0,LEAD AICD OTHER 9,C1896,4688.0
3157310.0,LEAD AICD SNGL 8,C1777,4000.0
3157328.0,LEAD AICD SNGL 9,C1777,5625.0
3157336.0,LEAD COR VENOUS 8,C1900,9375.0
3157344.0,LEAD COR VENOUS 9,C1900,9000.0
3157377.0,LEAD PCMKR NSNGL 8,C1898,4000.0
3157385.0,LEAD PCMKR NSNGL 9,C1898,5625.0
3157393.0,LEAD PCMKR TSNGL 8,C1779,4000.0
3157401.0,LEAD PCMKR TSNGL 9,C1779,5625.0
3157419.0,LEAD PCMKR/AICD 8,C1899,4000.0
3157427.0,LEAD PCMKR/AICD 9,C1899,4688.0
3157492.0,LEAD AICD SNGL 10,C1777,7500.0
3157500.0,LEAD AICD SNGL 11,C1777,9000.0
3157518.0,LEAD AICD SNGL 12,C1777,12000.0
3157526.0,LEAD AICD SNGL 13,C1777,15000.0
3157534.0,LEAD AICD SNGL 14,C1777,16500.0
3157542.0,LEAD AICD DUAL 10,C1895,7500.0
3157559.0,LEAD AICD DUAL 11,C1895,9000.0
3157567.0,LEAD AICD DUAL 12,C1895,12000.0
3157575.0,LEAD AICD DUAL 13,C1895,15000.0
3157583.0,LEAD AICD DUAL 14,C1895,16500.0
3157591.0,LEAD AICD DUAL 15,C1895,19250.0
3157716.0,CATH SPEC/OTHER 8,A4649,2800.0
3157724.0,CATH THROMB/EMBOL 2,C1757,1275.0
3157732.0,CATH THROMB/EMBOL 3,C1757,1700.0
3157856.0,SYSTEM EMBOL PROTECTION,C1884,5612.5
3157864.0,STENT NON-COR W/ 14,C2625,9000.0
3157872.0,STENT NON-COR W/ 15,C2625,12000.0
3157880.0,STENT NON-COR WO 14,C2617,9000.0
3157898.0,STENT NON-COR WO 15,C2617,12000.0
3157997.0,CATH TRN ATH ROT 7,C1724,2800.0
3158045.0,CATH SPEC/OTHER 9,A4649,3200.0
3158094.0,CATH TRN ANG OTH 7,C1725,2800.0
3158102.0,CATH TRN ANG OTH 8,C1725,3200.0
3158110.0,CATH TRN ANG OTH 9,C1725,3600.0
3158128.0,PCMKR OTHER 7,C2621,27500.0
3158136.0,PCMKR OTHER 8,C2621,31250.0
3158144.0,CATH TRN ATH ROT 8,C1724,3200.0
3158151.0,CATH TRN ATH ROT 9,C1724,3600.0
3158169.0,CATH TRN ATH ROT 10,C1724,4000.0
3158177.0,CATH THROMB/EMBOL 4,C1757,2125.0
3158185.0,CATH THROMB/EMBOL 5,C1757,3000.0
3158193.0,CATH THROMB/EMBOL 06,C1757,4000.0
3158201.0,CATH THROMB/EMBOL 7,C1757,5625.0
3158235.0,STENT RX-ELUTING 1,C1874,5625.0
3158243.0,STENT RX-ELUTING 2,C1874,7500.0
3158250.0,STENT RX-ELUTING 3,C1874,9375.0
3158268.0,STENT RX-ELUTING 4,C1874,9000.0
3158276.0,STENT RX-ELUTING 5,C1874,10500.0
3158284.0,STENT RX-ELUTING 6,C1874,12000.0
3158698.0,LEAD COR VENOUS 10,C1900,10500.0
3158706.0,LEAD COR VENOUS 11,C1900,12000.0
3159001.0,CATH SPEC/OTHER 10,A4649,3600.0
3159019.0,CATH SPEC/OTHER 11,A4649,4000.0
3159027.0,CATH SPEC/OTHER 12,A4649,5625.0
3159118.0,CATH TRN ANG OTH 10,C1725,4000.0
3159175.0,CATH TRN ATH ROT 14,C1724,9000.0
3159183.0,CATH TRN ATH ROT 15,C1724,10500.0
3162963.0,CATH GUIDING 01,C1887,238.0
3162971.0,CATH GUIDING 02,C1887,450.0
3162989.0,CATH GUIDING 03,C1887,850.0
3162997.0,CATH GUIDING 04,C1887,1275.0
3163003.0,CATH GUIDING 05,C1887,1700.0
3163011.0,CATH GUIDING 06,C1887,2125.0
3163029.0,CATH GUIDING 07,C1887,2400.0
3163037.0,CATH GUIDING 08,C1887,2800.0
3163045.0,CATH GUIDING 09,C1887,3200.0
3163052.0,CATH GUIDING 10,C1887,3600.0
3163060.0,CATH GUIDING 11,C1887,4000.0
3163078.0,CATH GUIDING 12,C1887,5625.0
3163391.0,CATH GUIDING 14,C1887,9375.0
3165859.0,COIL EMBOLIZATION PART,L8699,2125.0
3200011.0,CARDIAC REHAB WO CONT ECG,,186.0
3200029.0,CARDIAC REHAB W/CONT ECG,,227.0
3200052.0,CARDIAC REHAB MAINT/MO,,335.0
3210010.0,THER PROC RESP STR EA 15M,G0237,210.0
3210028.0,THER PROC RESP OTH EA 15M,G0238,210.0
3210036.0,THER PROC RESP OTH GROUP,G0239,194.0
3210085.0,AERO/NEB/MDI/IPPB EVAL,,232.0
3210093.0,CHEST PT INITIAL,,557.0
3210101.0,CHEST PT SUBS,,577.0
3210135.0,PULM REHAB MAINT/MO,,335.0
3210143.0,Pulmonary Stress Testing Simple Dept32,,577.0
3210168.0,Pulm Rehab W/Exercise/Hr,G0424,489.0
3400041.0,EEG EXT MON <1HR,,399.0
3400074.0,Electroencephalogram W/Rec Awake&Drowsy,,1664.0
3400082.0,Electroencephalogram W/Rec Awake&Asleep,,1936.0
3400108.0,EEG CEREBRAL SILENCE,,806.0
3500113.0,SLEEP STUDY AIRFLOW UNATTENDED,,3317.0
3600012.0,BRONCH LEVEL 1 1ST HR,Z7506,795.0
3600020.0,BRONCH LEVEL 1 ADDL 30M,Z7508,530.0
3600038.0,BRONCH LEVEL 2 1ST HR,Z7506,2332.0
3600046.0,BRONCH LEVEL 2 ADDL 30M,Z7508,1007.0
3600053.0,BRONCH LEVEL 3 1ST HR,Z7506,5315.0
3600061.0,BRONCH LEVEL 3 ADDL 30M,Z7508,2120.0
3600079.0,BRONCH LEVEL 4 1ST HR,Z7506,6360.0
3600087.0,BRONCH LEVEL 4 ADDL 30M,Z7508,2650.0
3600095.0,BRONCH LEVEL 5 1ST HR,Z7506,7950.0
3600103.0,BRONCH LEVEL 5 ADDL 30M,Z7508,4240.0
3600129.0,BLOOD GAS PH ONLY,,35.0
3600137.0,Blood Gases Any Combination Ph Pco2 Po2 Co2 Hco3,,741.0
3600145.0,BLOOD GAS ART W/O2 SAT,,487.0
3600152.0,BLOOD GAS O2 SAT ONLY,,186.0
3600228.0,VITAL CAPACITY TOTAL,,37.0
3600350.0,AERO/NEB/MDI/IPPB TX,,126.0
3600400.0,Ventilation Assist & Mgmt Inpatient 1st Day,,5539.0
3600426.0,Cpap Ventilation Cpap Initiation&Mgmt,,790.0
3600442.0,AERO/NEB/MDI/IPPB EVAL,,407.0
3600467.0,CHEST PT INITIAL,,188.0
3600475.0,CHEST PT SUBS,,114.0
3600541.0,Noninvasive Ear/Pulse Oximetry Single Deter,,164.0
3600566.0,Noninvasive Ear/Pulse Oximetry Overnight Monitor,,428.0
3600574.0,Carbon Dioxide Exp Gas Deter Infrared Analyzer,,374.0
3600954.0,ARTERIAL PUNCTURE,,107.0
3600962.0,HEMOGLOBIN,,82.0
3600988.0,CBT W/AERO 1ST HR,,500.0
3600996.0,CBT W/AERO EA ADDL HR,,374.0
3601051.0,LACTIC ACID,,260.0
3601119.0,ECG TRACING ONLY,,285.0
3601127.0,HEMATOCRIT,,98.0
3601150.0,CALCIUM IONIZED,,141.0
3601168.0,CHLORIDE BLOOD,,54.0
3601176.0,GLUCOSE QUAN BLOOD,,77.0
3601184.0,LACTIC ACID,,260.0
3601192.0,POTASSIUM BLD,,107.0
3601200.0,SODIUM BLD,,75.0
3601218.0,PLETHYSMOGRAPHY LUNG VOL,,1078.0
3601234.0,AIR RESIST OSCILLOMETRY,,671.0
3601309.0,CATHETER ASPIRATION NASOTRACH,,118.0
3601317.0,INTUB ENDOTRACH EMERG,,1606.0
3630175.0,SPIROMETRY W/GRAPHIC REC,,381.0
3630209.0,SPIROMETRY PRE/POST BD,,755.0
3630225.0,VITAL CAPACITY TOTAL,,37.0
3630308.0,FLOW VOLUME LOOP,,410.0
3630357.0,AERO/NEB/MDI/IPPB TX,,126.0
3630407.0,VENTILATOR MGMT 1ST DAY,,5539.0
3630415.0,VENTILATOR MGMT SUBS DAY,,4694.0
3630449.0,AERO/NEB/MDI/IPPB EVAL,,407.0
3630464.0,CHEST PT INITIAL,,188.0
3630472.0,CHEST PT SUBS,,114.0
3630548.0,PULSE OXIMETRY SNGL,,164.0
3630555.0,PULSE OXIMETRY MULT,,301.0
3630563.0,PULSE OXIMETRY CONT,,428.0
3630571.0,END TIDAL CO2,,374.0
3630654.0,HEMOGLOBIN METHGB QUAN,,128.0
3630951.0,ARTERIAL PUNCTURE,,65.0
3630985.0,CBT W/AERO 1ST HR,,500.0
3630993.0,CBT W/AERO EA ADDL HR,,374.0
3631215.0,PLETHYSMOGRAPHY LUNG VOL,,1078.0
3631249.0,DIFFUSING CAPACITY,,586.0
3698032.0,TRACKING RT ARTERIAL PUNCTURE 1,,502.0
3700010.0,SPIROMETRY W/GRAPHIC REC,,381.0
3700044.0,SPIROMETRY PRE/POST BD,,755.0
3700069.0,VITAL CAPACITY TOTAL,,37.0
3800026.0,DPLX XCRAN ART BIL,,1700.0
3800034.0,DPLX XCRAN ART UNI/LTD,,1274.0
3800067.0,DPLR ART EXT SNGL LVL BIL,,1026.0
3800075.0,DPLR ART EXT MULT LVL BIL,,1254.0
3800091.0,DPLX ART LOW EXT BIL,,1109.0
3800109.0,DPLX ART LOW EXT UNI/LTD,,829.0
3800117.0,DPLX ART UP EXT BIL,,1005.0
3800125.0,DPLX ART UP EXT UNI/LTD,,735.0
3800141.0,DPLX EXT VEINS BIL,,1197.0
3800158.0,DPLX EXT VEIN UNI/LTD,,598.0
3800166.0,DPLX ABD/PELV COMP,,1612.0
3800174.0,DPLX ABD/PELV LTD,,1318.0
3800182.0,DPLX AORTA/IVC/IL COMP,,1317.0
3800190.0,DPLX AORTA/IVC/IL UNI/LTD,,798.0
3800224.0,DPLX HEMO SITE,,1026.0
3800273.0,DPLR ART LOW EXT BIL COMP,,1254.0
4011441.0,PUNCTURE SPINE LUMBAR DX W/IMG,,2306.0
4100046.0,PTA RENAL/VISCERAL INTL ARTERY,,17210.0
4100053.0,PTA AORTA INTL ARTERY,,14289.0
4100095.0,TBA PERC INTL VEIN,,10960.0
4100152.0,INTRO NDL/CATH VEIN,,475.0
4100160.0,INJ EXT VENOGRAM,,3575.0
4100178.0,INTRO CATH SVC/IVC,,5935.0
4100186.0,PLCMT CATH VEIN 1ST ORDER,,3919.0
4100194.0,PLCMT CATH VEIN 2ND ORDER,,3919.0
4100202.0,PLCMT CATH RT/LT PULM ART,,475.0
4100236.0,INTRO NDL UP/LOW EXT ART,,475.0
4100269.0,INTRO CATH AORTA,,4721.0
4100277.0,PLCMT CATH ART 1ST THOR,,4721.0
4100285.0,PLCMT CATH ART 2ND THOR,,4721.0
4100293.0,PLCMT CATH ART 3RD THOR,,4721.0
4100301.0,CATH ART ADD 2ND/3RD THOR,,4721.0
4100319.0,CATH ART 1ST ABD/PEL/LE,,4721.0
4100327.0,CATH ART 2ND ABD/PEL/LE,,4964.0
4100335.0,CATH ART 3RD ABD/PEL/LE,,4721.0
4100343.0,CATH ART ADD ABD/PEL/LE,,4721.0
4100459.0,REPOSITION CV CATH,,2697.0
4100491.0,REMOVE TNLD CVAD WO P/P,,4404.0
4100640.0,AORTO THOR W/SERIAL,,3514.0
4100657.0,AORTO ABD W/SERIAL,,6522.0
4100665.0,AORTO ABD BIL IF LOW EXT,,9537.0
4100780.0,ANGIO EXT UNI,,9537.0
4100798.0,ANGIO EXT BIL,,9537.0
4100822.0,ANGIO VISCERAL SEL,,9537.0
4100855.0,ANGIO PELVIC SEL,,9537.0
4100905.0,ANGIO SEL EA ADDL VESSEL,,4899.0
4100988.0,VENO EXT UNI,,3514.0
4100996.0,VENO EXT BIL,,2916.0
4101002.0,VENO IVC W/SERIAL,,2652.0
4101010.0,VENO SVC W/SERIAL,,2916.0
4101028.0,VENO RENAL UNI,,3092.0
4101309.0,TRANSCATH BX,,2652.0
4101358.0,GUIDE DRNG PERC W/CATH,,1891.0
4101432.0,INSERT PCMKR ATRIAL,,20866.0
4101440.0,INSERT PCMKR VENT,,20866.0
4101457.0,INSERT PCMKR VENT/ATRIAL,,20866.0
4101465.0,INSERT PCMKR TEMP,,11585.0
4101473.0,INSERT PCMKR EXIST SNGL,,20866.0
4101481.0,INSERT PCMKR EXIST DUAL,,20866.0
4101499.0,UPGRADE PCMKR/LEADS,,58518.0
4101507.0,INS LEAD PCMKR/AICD SNGL,,7423.0
4101515.0,INS LEAD PCMKR/AICD DUAL,,25971.0
4101523.0,REPAIR LEAD PCMKR SNGL,,20139.0
4101549.0,RELOCATE SKIN POCKET PCMKR,,14139.0
4101556.0,RELOCATE SKIN POCKET AICD,,14139.0
4101564.0,REMOVE PCMKR PERM,,10683.0
4101572.0,REMOVE LEAD PCMKR SNGL,,10683.0
4101580.0,REMOVE LEAD PCMKR DUAL,,10683.0
4101630.0,REMOVE AICD,,10683.0
4101655.0,REMOVE AICD TRANSVENOUS EXTRACTION,,10683.0
4101697.0,CPR,,2686.0
4101713.0,CARDIOVERSION EXTERNAL,,3953.0
4101754.0,PERC TRANS COR THROMBEC MECH,,2756.0
4101796.0,IVUS IC INITIAL,,13046.0
4101804.0,IVUS IC EA ADDL,,13046.0
4101853.0,VALVULOPLASTY AORTIC,,24147.0
4101945.0,RT HEART CATH,,9675.0
4101952.0,SWAN-GANZ INSERTION,,3337.0
4102216.0,IV DOPPLER FLOW INITIAL,,13808.0
4102224.0,IV DOPPLER FLOW EA ADDL,,2738.0
4102398.0,EP EVAL LEADS INITIAL,,1625.0
4102406.0,EP EVAL LEADS W/TEST,,1857.0
4102414.0,EP EVAL W/PROG/REPROG,,5701.0
4102463.0,MISC CARDIOVASCULAR PROC,,707.0
4102653.0,US GUIDE NDL PLCMT,,907.0
4102703.0,ASP ABSCESS/BULLA/CYST,,1243.0
4102851.0,INJ VERTEBROPLASTY THOR,,6908.0
4103065.0,FLUORO SEPARATE PROC <1HR,,1810.0
4103198.0,Insert Sq Cardiac Monitor,,16570.0
4103206.0,Remove Sq Cardiac Monitor,,4823.0
4103214.0,INSERT INTRA-AORTIC BLN,,14801.0
4103222.0,REMOVE INTRA-AORTIC BLN,,4322.0
4103248.0,INTRO CATH RT HEART/PULM,,545.0
4103370.0,ASP/INJ MJR JT WO US,,948.0
4103503.0,REVISE LEAD PREVIOUS,,11663.0
4103511.0,INSERT LEAD CVS PREVIOUS,,9590.0
4103529.0,INSERT LEAD CVS NEW,,23052.0
4103537.0,REVISE LEAD CVS PREVIOUS,,23052.0
4103958.0,PLCMT OCC DEV SITE/PROC,G0269,2407.0
4104089.0,DECLOT BY THROMBO AGENT,,1020.0
4104220.0,INTRAVASC US INITIAL,,13046.0
4104238.0,INTRAVASC US SUBS,,13046.0
4104253.0,FLUORO GUIDE CVAD,,304.0
4104337.0,BX BONE/TROCAR/NDL SUPER,,1364.0
4104527.0,INSERT TNLD CVAD WO 5+YR,,8713.0
4104535.0,INSERT TNLD CVAD W/ 5+YR,,10457.0
4104550.0,REPLACE TNLD CVAD WO P/P,,6824.0
4104576.0,INSERT NON-TNLD CVAD 5+YR,,3647.0
4104667.0,REPAIR CVAD WO P/P,,2715.0
4104675.0,REPAIR CVAD W/ P/P,,4497.0
4104691.0,REPLACE TNLD CVAD W/PORT,,9924.0
4104733.0,REMOVE TNLD CVAD W/ P/P,,4036.0
4104741.0,REPLACE CATH ONLY CVAD W/,,8364.0
4104964.0,BX RENAL NDL PERC,,1612.0
4105177.0,LEFT VENT END DIASTOLIC PRES VALSALVA MANEUVER,,5300.0
4105219.0,OTA RENAL/VISCERAL INTL ARTERY,,10960.0
4105227.0,OTA AORTA INTL ARTERY,,9755.0
4105250.0,OTA BRACHIOCEPHALIC INTL ARTERY,,9755.0
4105540.0,THROMBEC VEN W/ INTL,,10747.0
